0, start;
0, fetching env variables;
0, got env variables:: timeout: , workload_id: 6zdbvozfkzfgmbeqzkrdxm, kafka_proxy_address: 192.168.177.135:8082, data_access_address: 10.108.183.88:8080, data_request_route: data-request;
0, Got settings from json string: {
  "processor": {
    "type": "aggregator",
    "windowSize": 1000000
  },
  "request": {
    "max_bytes": 1000000,
    "timeout": 1000
  },
  "resource": "sample_data",
  "timeout": 696969
};
883, Updated metrics (step 2);
883, Updated metrics (step 3);
883, Processing message;
883, Got tags;
883, Extracted group;
883, Inseted new group if not present;
883, Got start;
884, Got metrics;
884, Updated metrics (step 1);
884, Updated metrics (step 2);
884, Updated metrics (step 3);
884, Processing message;
884, Got tags;
884, Extracted group;
884, Inseted new group if not present;
884, Got start;
884, Window full;
884, Removed group;
885, Inserted new group;
885, Got metrics;
885, Updated metrics (step 1);
885, Updated metrics (step 2);
885, Updated metrics (step 3);
885, Processing message;
885, Got tags;
885, Extracted group;
885, Inseted new group if not present;
886, Got start;
886, Window full;
886, Removed group;
886, Inserted new group;
886, Got metrics;
886, Updated metrics (step 1);
886, Updated metrics (step 2);
886, Updated metrics (step 3);
886, Processing message;
886, Got tags;
886, Extracted group;
887, Inseted new group if not present;
887, Got start;
887, Got metrics;
887, Updated metrics (step 1);
887, Updated metrics (step 2);
887, Updated metrics (step 3);
887, Processing message;
887, Got tags;
887, Extracted group;
888, Inseted new group if not present;
888, Got start;
888, Got metrics;
888, Updated metrics (step 1);
888, Updated metrics (step 2);
888, Updated metrics (step 3);
888, Processing message;
888, Got tags;
888, Extracted group;
888, Inseted new group if not present;
889, Got start;
889, Got metrics;
889, Updated metrics (step 1);
889, Updated metrics (step 2);
889, Updated metrics (step 3);
889, Processing message;
889, Got tags;
889, Extracted group;
889, Inseted new group if not present;
889, Got start;
889, Got metrics;
890, Updated metrics (step 1);
890, Updated metrics (step 2);
890, Updated metrics (step 3);
890, Processing message;
890, Got tags;
890, Extracted group;
890, Inseted new group if not present;
890, Got start;
890, Got metrics;
890, Updated metrics (step 1);
890, Updated metrics (step 2);
890, Updated metrics (step 3);
891, Processing message;
891, Got tags;
891, Extracted group;
891, Inseted new group if not present;
891, Got start;
891, Got metrics;
891, Updated metrics (step 1);
891, Updated metrics (step 2);
891, Updated metrics (step 3);
892, Processing message;
892, Got tags;
892, Extracted group;
892, Inseted new group if not present;
892, Got start;
892, Got metrics;
892, Updated metrics (step 1);
892, Updated metrics (step 2);
892, Updated metrics (step 3);
892, Processing message;
893, Got tags;
893, Extracted group;
893, Inseted new group if not present;
893, Got start;
893, Got metrics;
893, Updated metrics (step 1);
893, Updated metrics (step 2);
893, Updated metrics (step 3);
893, Processing message;
893, Got tags;
893, Extracted group;
894, Inseted new group if not present;
894, Got start;
894, Got metrics;
894, Updated metrics (step 1);
894, Updated metrics (step 2);
894, Updated metrics (step 3);
894, Processing message;
895, Got tags;
895, Extracted group;
895, Inseted new group if not present;
895, Got start;
895, Window full;
895, Removed group;
895, Inserted new group;
895, Got metrics;
896, Updated metrics (step 1);
896, Updated metrics (step 2);
896, Updated metrics (step 3);
896, Processing message;
896, Got tags;
896, Extracted group;
